Customer ID,Frequency,Monetary,Last_Order,Order_Num,Recency,R,F,M,Segment
CUST1138,13,11572,ORD079427,79427,20573,1,4,5,At Risk
CUST1139,11,8007,ORD082967,82967,17033,1,3,4,At Risk
CUST1140,6,3539,ORD097108,97108,2892,4,1,1,New Customers
CUST1141,7,4338,ORD091710,91710,8290,2,1,1,Promising
CUST1142,14,8433,ORD098695,98695,1305,5,4,4,Champions
CUST1143,12,6600,ORD099776,99776,224,5,3,3,Loyal
CUST1144,9,5737,ORD088588,88588,11412,2,2,2,Promising
CUST1145,14,10163,ORD098158,98158,1842,5,4,5,Champions
CUST1146,10,4923,ORD094983,94983,5017,3,2,2,Promising
CUST1147,7,2683,ORD076394,76394,23606,1,1,1,Lost
CUST1148,13,6136,ORD091575,91575,8425,2,4,3,At Risk
CUST1149,13,10452,ORD095647,95647,4353,4,4,5,Champions
CUST1150,11,6384,ORD099668,99668,332,5,3,3,Loyal
CUST1151,15,10658,ORD093936,93936,6064,3,5,5,Loyal
CUST1152,13,8538,ORD095254,95254,4746,3,4,4,Loyal
CUST1153,11,8039,ORD088882,88882,11118,2,3,4,At Risk
CUST1154,9,9439,ORD099866,99866,134,5,2,5,New Customers
CUST1155,10,7057,ORD099583,99583,417,5,2,4,New Customers
CUST1156,11,7513,ORD089672,89672,10328,2,3,4,At Risk
CUST1157,14,7596,ORD084828,84828,15172,1,4,4,At Risk
CUST1158,15,8927,ORD096524,96524,3476,4,5,5,Champions
CUST1159,16,8463,ORD089774,89774,10226,2,5,4,At Risk
CUST1160,13,6506,ORD094933,94933,5067,3,4,3,Loyal
CUST1161,9,5586,ORD079604,79604,20396,1,2,2,Promising
CUST1162,13,6102,ORD079010,79010,20990,1,4,3,At Risk
CUST1163,7,4513,ORD098876,98876,1124,5,1,2,New Customers
CUST1164,13,9144,ORD099727,99727,273,5,4,5,Champions
CUST1165,4,1978,ORD090655,90655,9345,2,1,1,Promising
CUST1166,12,7131,ORD087639,87639,12361,2,3,4,At Risk
CUST1167,9,2622,ORD092674,92674,7326,3,2,1,Promising
CUST1168,11,6651,ORD096633,96633,3367,4,3,3,Loyal
CUST1169,8,5664,ORD092094,92094,7906,3,1,2,Promising
CUST1170,16,9093,ORD099440,99440,560,5,5,5,Champions
CUST1171,11,6534,ORD072514,72514,27486,1,3,3,At Risk
CUST1172,12,7718,ORD091452,91452,8548,2,3,4,At Risk
CUST1173,16,8733,ORD098011,98011,1989,5,5,5,Champions
CUST1174,11,5878,ORD094727,94727,5273,3,3,3,Loyal
CUST1175,12,12494,ORD097106,97106,2894,4,3,5,Loyal
CUST1176,17,10917,ORD099981,99981,19,5,5,5,Champions
CUST1177,8,4147,ORD094804,94804,5196,3,1,1,Promising
CUST1178,8,5152,ORD071712,71712,28288,1,1,2,Lost
CUST1179,8,3672,ORD088355,88355,11645,2,1,1,Promising
CUST1180,7,5326,ORD096938,96938,3062,4,1,2,New Customers
CUST1181,13,8445,ORD098207,98207,1793,5,4,4,Champions
CUST1182,16,9027,ORD096849,96849,3151,4,5,5,Champions
CUST1183,14,7619,ORD096191,96191,3809,4,4,4,Champions
CUST1184,11,6242,ORD094505,94505,5495,3,3,3,Loyal
CUST1185,10,7109,ORD073594,73594,26406,1,2,4,Hibernating
CUST1186,8,4629,ORD093880,93880,6120,3,1,2,Promising
CUST1187,15,8985,ORD091748,91748,8252,2,5,5,At Risk
CUST1188,10,5534,ORD098114,98114,1886,5,2,2,New Customers
CUST1189,11,9328,ORD097546,97546,2454,4,3,5,Loyal
CUST1190,7,3932,ORD074919,74919,25081,1,1,1,Lost
CUST1191,10,6371,ORD094402,94402,5598,3,2,3,Potential Loyalists
CUST1192,5,4776,ORD092633,92633,7367,3,1,2,Promising
CUST1193,10,5370,ORD085286,85286,14714,1,2,2,Promising
CUST1194,12,6894,ORD079430,79430,20570,1,3,3,At Risk
CUST1195,15,12255,ORD089195,89195,10805,2,5,5,At Risk
CUST1196,14,11171,ORD090253,90253,9747,2,4,5,At Risk
CUST1197,16,5983,ORD097940,97940,2060,4,5,3,Loyal
CUST1198,10,4421,ORD095787,95787,4213,4,2,1,New Customers
CUST1199,10,5403,ORD084952,84952,15048,1,2,2,Promising
CUST1200,10,6233,ORD098976,98976,1024,5,2,3,New Customers
CUST1201,11,9357,ORD084457,84457,15543,1,3,5,At Risk
CUST1202,14,8630,ORD095133,95133,4867,3,4,5,Loyal
CUST1203,11,6697,ORD099625,99625,375,5,3,3,Loyal
CUST1204,11,9228,ORD095947,95947,4053,4,3,5,Loyal
CUST1205,8,5538,ORD085228,85228,14772,1,1,2,Lost
CUST1206,18,9537,ORD096786,96786,3214,4,5,5,Champions
CUST1207,12,7398,ORD095278,95278,4722,3,3,4,Loyal
CUST1208,11,3954,ORD071755,71755,28245,1,3,1,At Risk
CUST1209,8,3763,ORD076530,76530,23470,1,1,1,Lost
CUST1210,14,7089,ORD098135,98135,1865,5,4,4,Champions
CUST1211,8,7878,ORD093944,93944,6056,3,1,4,Promising
CUST1212,9,7082,ORD071282,71282,28718,1,2,4,Hibernating
CUST1213,11,4765,ORD079216,79216,20784,1,3,2,At Risk
CUST1214,14,7787,ORD096350,96350,3650,4,4,4,Champions
CUST1215,11,5097,ORD070713,70713,29287,1,3,2,At Risk
CUST1216,10,5969,ORD097504,97504,2496,4,2,3,New Customers
CUST1217,13,7548,ORD094467,94467,5533,3,4,4,Loyal
CUST1218,10,6945,ORD090314,90314,9686,2,2,3,Hibernating
CUST1219,8,5257,ORD096477,96477,3523,4,1,2,New Customers
CUST1220,6,2703,ORD099632,99632,368,5,1,1,New Customers
CUST1221,11,7508,ORD097930,97930,2070,4,3,4,Loyal
CUST1222,11,7324,ORD096535,96535,3465,4,3,4,Loyal
CUST1223,12,7944,ORD087833,87833,12167,2,3,4,At Risk
CUST1224,10,4195,ORD095774,95774,4226,4,2,1,New Customers
CUST1225,17,14491,ORD097368,97368,2632,4,5,5,Champions
CUST1226,6,3410,ORD099973,99973,27,5,1,1,New Customers
CUST1227,15,9487,ORD084212,84212,15788,1,5,5,At Risk
CUST1228,11,9454,ORD092010,92010,7990,3,3,5,Loyal
CUST1229,17,11036,ORD086698,86698,13302,2,5,5,At Risk
CUST1230,9,7945,ORD078621,78621,21379,1,2,4,Hibernating
CUST1231,14,7517,ORD095618,95618,4382,4,4,4,Champions
CUST1232,16,9472,ORD080886,80886,19114,1,5,5,At Risk
CUST1233,10,4334,ORD095255,95255,4745,3,2,1,Promising
CUST1234,9,4859,ORD092394,92394,7606,3,2,2,Promising
CUST1235,14,6803,ORD098378,98378,1622,5,4,3,Loyal
CUST1236,7,5402,ORD091395,91395,8605,2,1,2,Promising
CUST1237,10,7103,ORD079833,79833,20167,1,2,4,Hibernating
CUST1238,17,9293,ORD098009,98009,1991,5,5,5,Champions
CUST1239,2,671,ORD066243,66243,33757,1,1,1,Lost
CUST1240,5,1820,ORD099688,99688,312,5,1,1,New Customers
CUST1241,14,7515,ORD097800,97800,2200,4,4,4,Champions
CUST1242,8,5031,ORD075585,75585,24415,1,1,2,Lost
CUST1243,16,7927,ORD097300,97300,2700,4,5,4,Champions
CUST1244,21,11126,ORD098117,98117,1883,5,5,5,Champions
CUST1245,9,3684,ORD099450,99450,550,5,2,1,New Customers
CUST1246,8,6107,ORD079375,79375,20625,1,1,3,Hibernating
CUST1247,10,5155,ORD091877,91877,8123,3,2,2,Promising
CUST1248,6,3663,ORD094643,94643,5357,3,1,1,Promising
CUST1249,8,4322,ORD093270,93270,6730,3,1,1,Promising
CUST1250,7,5650,ORD093888,93888,6112,3,1,2,Promising
CUST1251,7,2753,ORD088900,88900,11100,2,1,1,Promising
CUST1252,9,5323,ORD077097,77097,22903,1,2,2,Promising
CUST1253,10,5338,ORD096905,96905,3095,4,2,2,New Customers
CUST1254,10,5216,ORD093078,93078,6922,3,2,2,Promising
CUST1255,16,9679,ORD087548,87548,12452,2,5,5,At Risk
CUST1256,11,7280,ORD093010,93010,6990,3,3,4,Loyal
CUST1257,10,5002,ORD087348,87348,12652,2,2,2,Promising
CUST1258,7,2288,ORD086136,86136,13864,2,1,1,Promising
CUST1259,10,5921,ORD093585,93585,6415,3,2,3,Potential Loyalists
CUST1260,11,7841,ORD064583,64583,35417,1,3,4,At Risk
CUST1261,7,3334,ORD093427,93427,6573,3,1,1,Promising
CUST1262,9,5164,ORD092349,92349,7651,3,2,2,Promising
CUST1263,10,5147,ORD089383,89383,10617,2,2,2,Promising
CUST1264,16,10126,ORD099641,99641,359,5,5,5,Champions
CUST1265,10,6964,ORD089988,89988,10012,2,2,3,Hibernating
CUST1266,18,9370,ORD098925,98925,1075,5,5,5,Champions
CUST1267,8,3162,ORD096099,96099,3901,4,1,1,New Customers
CUST1268,14,8266,ORD091731,91731,8269,2,4,4,At Risk
CUST1269,15,7123,ORD097592,97592,2408,4,5,4,Champions
CUST1270,8,6227,ORD072362,72362,27638,1,1,3,Hibernating
CUST1271,14,9080,ORD099060,99060,940,5,4,5,Champions
CUST1272,16,7590,ORD095856,95856,4144,4,5,4,Champions
CUST1273,10,5202,ORD050494,50494,49506,1,2,2,Promising
CUST1274,7,3287,ORD085968,85968,14032,2,1,1,Promising
CUST1275,4,1848,ORD078399,78399,21601,1,1,1,Lost
CUST1276,16,11658,ORD096445,96445,3555,4,5,5,Champions
CUST1277,11,8529,ORD087729,87729,12271,2,3,4,At Risk
CUST1278,12,6593,ORD087904,87904,12096,2,3,3,At Risk
CUST1279,8,5408,ORD071438,71438,28562,1,1,2,Lost
CUST1280,12,7621,ORD097786,97786,2214,4,3,4,Loyal
CUST1281,13,7954,ORD087317,87317,12683,2,4,4,At Risk
CUST1282,8,3966,ORD086902,86902,13098,2,1,1,Promising
CUST1283,11,4335,ORD091704,91704,8296,2,3,1,At Risk
CUST1284,16,7368,ORD095467,95467,4533,4,5,4,Champions
CUST1285,9,5692,ORD098993,98993,1007,5,2,2,New Customers
CUST1286,10,5213,ORD098486,98486,1514,5,2,2,New Customers
CUST1287,7,4637,ORD090218,90218,9782,2,1,2,Promising
CUST1288,3,1951,ORD093259,93259,6741,3,1,1,Promising
CUST1289,11,7174,ORD099499,99499,501,5,3,4,Loyal
CUST1290,13,8324,ORD090993,90993,9007,2,4,4,At Risk
CUST1291,13,9488,ORD098361,98361,1639,5,4,5,Champions
CUST1292,15,9033,ORD099644,99644,356,5,5,5,Champions
CUST1293,13,8911,ORD097056,97056,2944,4,4,5,Champions
CUST1294,12,6853,ORD099330,99330,670,5,3,3,Loyal
CUST1295,11,5323,ORD095683,95683,4317,4,3,2,Loyal
CUST1296,12,6408,ORD098778,98778,1222,5,3,3,Loyal
CUST1297,14,12853,ORD099491,99491,509,5,4,5,Champions
CUST1298,12,9547,ORD087129,87129,12871,2,3,5,At Risk
CUST1299,16,8481,ORD097621,97621,2379,4,5,4,Champions
CUST1300,4,3461,ORD091389,91389,8611,2,1,1,Promising
CUST1301,11,6268,ORD095227,95227,4773,3,3,3,Loyal
CUST1302,14,8767,ORD095758,95758,4242,4,4,5,Champions
CUST1303,11,5905,ORD068849,68849,31151,1,3,3,At Risk
CUST1304,12,6813,ORD097107,97107,2893,4,3,3,Loyal
CUST1305,10,3827,ORD094932,94932,5068,3,2,1,Promising
CUST1306,9,7664,ORD098896,98896,1104,5,2,4,New Customers
CUST1307,10,5421,ORD095951,95951,4049,4,2,2,New Customers
CUST1308,6,2082,ORD077774,77774,22226,1,1,1,Lost
CUST1309,15,9182,ORD099103,99103,897,5,5,5,Champions
CUST1310,13,5950,ORD093834,93834,6166,3,4,3,Loyal
CUST1311,12,6617,ORD098036,98036,1964,5,3,3,Loyal
CUST1312,9,5704,ORD090650,90650,9350,2,2,2,Promising
CUST1313,8,4002,ORD099013,99013,987,5,1,1,New Customers
CUST1314,6,4282,ORD089555,89555,10445,2,1,1,Promising
CUST1315,12,5057,ORD096555,96555,3445,4,3,2,Loyal
CUST1316,11,9163,ORD092725,92725,7275,3,3,5,Loyal
CUST1317,8,4801,ORD095247,95247,4753,3,1,2,Promising
CUST1318,14,8777,ORD091091,91091,8909,2,4,5,At Risk
CUST1319,10,4109,ORD099563,99563,437,5,2,1,New Customers
CUST1320,10,8132,ORD091796,91796,8204,3,2,4,Potential Loyalists
CUST1321,9,5194,ORD082445,82445,17555,1,2,2,Promising
CUST1322,11,8126,ORD098984,98984,1016,5,3,4,Loyal
CUST1323,14,7974,ORD084537,84537,15463,1,4,4,At Risk
CUST1324,9,4892,ORD052406,52406,47594,1,2,2,Promising
CUST1325,15,11570,ORD095610,95610,4390,4,5,5,Champions
CUST1326,10,6702,ORD092743,92743,7257,3,2,3,Potential Loyalists
CUST1327,13,4724,ORD080025,80025,19975,1,4,2,At Risk
CUST1328,9,4843,ORD089636,89636,10364,2,2,2,Promising
CUST1329,8,4843,ORD092720,92720,7280,3,1,2,Promising
CUST1330,10,5663,ORD098440,98440,1560,5,2,2,New Customers
CUST1331,9,7092,ORD092079,92079,7921,3,2,4,Potential Loyalists
CUST1332,15,7370,ORD096988,96988,3012,4,5,4,Champions
CUST1333,8,4078,ORD092959,92959,7041,3,1,1,Promising
CUST1334,13,8727,ORD075188,75188,24812,1,4,5,At Risk
CUST1335,9,4879,ORD092893,92893,7107,3,2,2,Promising
CUST1336,8,4040,ORD099925,99925,75,5,1,1,New Customers
CUST1337,8,4326,ORD090713,90713,9287,2,1,1,Promising
CUST1338,10,5072,ORD091209,91209,8791,2,2,2,Promising
CUST1339,17,11502,ORD094479,94479,5521,3,5,5,Loyal
CUST1340,7,3450,ORD093262,93262,6738,3,1,1,Promising
CUST1341,15,8670,ORD094578,94578,5422,3,5,5,Loyal
CUST1342,12,5207,ORD089872,89872,10128,2,3,2,At Risk
CUST1343,10,7915,ORD095861,95861,4139,4,2,4,New Customers
CUST1344,11,7831,ORD080576,80576,19424,1,3,4,At Risk
CUST1345,10,7298,ORD093972,93972,6028,3,2,4,Potential Loyalists
CUST1346,9,4652,ORD095960,95960,4040,4,2,2,New Customers
CUST1347,5,3420,ORD090369,90369,9631,2,1,1,Promising
CUST1348,17,9697,ORD089935,89935,10065,2,5,5,At Risk
CUST1349,17,8808,ORD093014,93014,6986,3,5,5,Loyal
CUST1350,5,1469,ORD069691,69691,30309,1,1,1,Lost
CUST1351,17,11012,ORD097994,97994,2006,5,5,5,Champions
CUST1352,14,9197,ORD098100,98100,1900,5,4,5,Champions
CUST1353,10,7331,ORD099227,99227,773,5,2,4,New Customers
CUST1354,14,7747,ORD093525,93525,6475,3,4,4,Loyal
CUST1355,16,7376,ORD095463,95463,4537,4,5,4,Champions
CUST1356,14,10882,ORD093706,93706,6294,3,4,5,Loyal
CUST1357,7,3892,ORD093263,93263,6737,3,1,1,Promising
CUST1358,13,8204,ORD083204,83204,16796,1,4,4,At Risk
CUST1359,13,7101,ORD091251,91251,8749,2,4,4,At Risk
CUST1360,7,4081,ORD080011,80011,19989,1,1,1,Lost
CUST1361,11,4866,ORD079014,79014,20986,1,3,2,At Risk
CUST1362,10,4682,ORD085918,85918,14082,2,2,2,Promising
CUST1363,9,4114,ORD076463,76463,23537,1,2,1,Promising
CUST1364,8,2608,ORD074557,74557,25443,1,1,1,Lost
CUST1365,3,2030,ORD077093,77093,22907,1,1,1,Lost
CUST1366,11,6322,ORD097607,97607,2393,4,3,3,Loyal
CUST1367,8,3775,ORD095201,95201,4799,3,1,1,Promising
CUST1368,14,6990,ORD099790,99790,210,5,4,3,Loyal
CUST1369,10,6683,ORD070427,70427,29573,1,2,3,Hibernating
CUST1370,10,5815,ORD077246,77246,22754,1,2,3,Hibernating
CUST1371,11,6421,ORD099255,99255,745,5,3,3,Loyal
CUST1372,12,7202,ORD096852,96852,3148,4,3,4,Loyal
CUST1373,4,2098,ORD098620,98620,1380,5,1,1,New Customers
CUST1374,10,7276,ORD071633,71633,28367,1,2,4,Hibernating
CUST1375,14,10665,ORD094367,94367,5633,3,4,5,Loyal
CUST1376,18,9436,ORD099885,99885,115,5,5,5,Champions
CUST1377,14,9526,ORD093234,93234,6766,3,4,5,Loyal
CUST1378,15,10485,ORD095631,95631,4369,4,5,5,Champions
CUST1379,16,10277,ORD090060,90060,9940,2,5,5,At Risk
CUST1380,17,10042,ORD089632,89632,10368,2,5,5,At Risk
CUST1381,11,6167,ORD097353,97353,2647,4,3,3,Loyal
CUST1382,11,5635,ORD098235,98235,1765,5,3,2,Loyal
CUST1383,12,6282,ORD092972,92972,7028,3,3,3,Loyal
CUST1384,10,5608,ORD097921,97921,2079,4,2,2,New Customers
CUST1385,15,8400,ORD094878,94878,5122,3,5,4,Loyal
CUST1386,9,5603,ORD092985,92985,7015,3,2,2,Promising
CUST1387,13,8824,ORD096188,96188,3812,4,4,5,Champions
CUST1388,14,6321,ORD097289,97289,2711,4,4,3,Loyal
CUST1389,7,4651,ORD074709,74709,25291,1,1,2,Lost
CUST1390,8,3609,ORD092670,92670,7330,3,1,1,Promising
CUST1391,10,6388,ORD095687,95687,4313,4,2,3,New Customers
CUST1392,9,3696,ORD063320,63320,36680,1,2,1,Promising
CUST1393,15,12888,ORD093170,93170,6830,3,5,5,Loyal
CUST1394,12,5448,ORD090585,90585,9415,2,3,2,At Risk
CUST1395,9,6574,ORD084701,84701,15299,1,2,3,Hibernating
CUST1396,13,8461,ORD088539,88539,11461,2,4,4,At Risk
CUST1397,11,9519,ORD094184,94184,5816,3,3,5,Loyal
CUST1398,6,4683,ORD089820,89820,10180,2,1,2,Promising
CUST1399,10,4518,ORD080729,80729,19271,1,2,2,Promising
CUST1400,11,5657,ORD096428,96428,3572,4,3,2,Loyal
CUST1401,19,12495,ORD099075,99075,925,5,5,5,Champions
CUST1402,11,5422,ORD081112,81112,18888,1,3,2,At Risk
CUST1403,10,5406,ORD089246,89246,10754,2,2,2,Promising
CUST1404,9,5525,ORD091802,91802,8198,3,2,2,Promising
CUST1405,8,5010,ORD080819,80819,19181,1,1,2,Lost
CUST1406,13,9893,ORD086782,86782,13218,2,4,5,At Risk
CUST1407,14,7193,ORD095382,95382,4618,4,4,4,Champions
CUST1408,15,9054,ORD090864,90864,9136,2,5,5,At Risk
CUST1409,10,5740,ORD093999,93999,6001,3,2,2,Promising
CUST1410,8,4604,ORD093924,93924,6076,3,1,2,Promising
CUST1411,7,2006,ORD097656,97656,2344,4,1,1,New Customers
CUST1412,10,7944,ORD096654,96654,3346,4,2,4,New Customers
CUST1413,6,3429,ORD070740,70740,29260,1,1,1,Lost
